Product_Code,ProductName,Description,New Item Description
1000,NAVYCUT FT 10PP_1000,NAVYCUT FT 10PP_1000,
1003,Gold Flake FT Mint Switch 10BE_1003,Gold Flake FT Mint Switch 10BE_1003,
1046,SILKCUT VIRGINIA DSFT NB 10HL_1046,SILKCUT VIRGINIA DSFT NB 10HL_1046,
11008,MD84 Sandal - NP(NEW KLD)_11008,MD84 Sandal - NP(NEW KLD)_11008,
11009,MD Sambrani 20_11009,MD Sambrani 20_11009,
11012,MD84 Bouquet - NP(NEW KLD)_11012,MD84 Bouquet - NP(NEW KLD)_11012,
11016,MD84 Treya - NP(NEW KLD)_11016,MD84 Treya - NP(NEW KLD)_11016,
11017,MD84 FOT - NP(NEW KLD)_11017,MD84 FOT - NP(NEW KLD)_11017,
11077,MD84 JATHIMALLIGAI - NP(NEW KLD)_11077,MD84 JATHIMALLIGAI - NP(NEW KLD)_11077,
11092,MD 30 SANDAL (NP)_11092,MD 30 SANDAL (NP)_11092,
11111,MD85 5IN1 NP(New KLD)_11111,MD85 5IN1 NP(New KLD)_11111,
11124,MD 70 Flora_11124,MD 70 Flora_11124,
11176,MD 20 Temple Silver_11176,MD 20 Temple Silver_11176,
11249,MD14 Bouquet - Fragrance Plus_11249,MD14 Bouquet - Fragrance Plus_11249,
11254,MD Rs 20 Pushpanjali_11254,MD Rs 20 Pushpanjali_11254,
11256,MD Rs 50 Pushpanjali_11256,MD Rs 50 Pushpanjali_11256,
11477,MD84 Lavender(UNLOCKED)_11477,MD84 Lavender(UNLOCKED)_11477,
11484,MD14 FOT Sandal Tradition_11484,MD14 FOT Sandal Tradition_11484,
11485,MD35 FOT Sandal Tradition_11485,MD35 FOT Sandal Tradition_11485,
11621,MD 14 BOUQUET NP (UNLOCKED)_11621,MD 14 BOUQUET NP (UNLOCKED)_11621,
11622,MD14 Sandal NP - (UNLOCKED)_11622,MD14 Sandal NP - (UNLOCKED)_11622,
11623,MD 14 ROSE NP (UNLOCKED)_11623,MD 14 ROSE NP (UNLOCKED)_11623,
11624,MD 14 MOGRA NP (UNLOCKED)_11624,MD 14 MOGRA NP (UNLOCKED)_11624,
11625,MD 14 FOT (UNLOCKED)_11625,MD 14 FOT (UNLOCKED)_11625,
11626,MD14 Lavender (UNLOCKED)_11626,MD14 Lavender (UNLOCKED)_11626,
11627,MD14 Treya NP(UNLOCKED)_11627,MD14 Treya NP(UNLOCKED)_11627,
11632,MD14 Jathimalligai NP (UNLOCKED)_11632,MD14 Jathimalligai NP (UNLOCKED)_11632,
11743,MD DEETYAA COMBO 123(UNLOCKED)_11743,MD DEETYAA COMBO 123(UNLOCKED)_11743,
11758,MD Sadhvi 100 (UNLOCKED)_11758,MD Sadhvi 100 (UNLOCKED)_11758,
11783,MD 14 TREYA - NP(VISIBILITY)_11783,MD 14 TREYA - NP(VISIBILITY)_11783,
11784,MD14DEETYAA COMBO123(VISIBILITY)_11784,MD14DEETYAA COMBO123(VISIBILITY)_11784,
11786,MD 14 LAVENDER - (VISIBILITY)_11786,MD 14 LAVENDER - (VISIBILITY)_11786,
11791,MD 14 SANDAL - FREE SAMPLE POUCH_11791,MD 14 SANDAL - FREE SAMPLE POUCH_11791,
1182,FLAKE GOLD CREST NPCT EB 10HL_1182,FLAKE GOLD CREST NPCT EB 10HL_1182,
11824,MD FOT Gold Yagna Rs.20(Unlocked)_11824,MD FOT Gold Yagna Rs.20(Unlocked)_11824,
11825,MD FOT Silver Diya Rs.20(Unlocked)_11825,MD FOT Silver Diya Rs.20(Unlocked)_11825,
11827,MD FOT Gold Yagna Rs.50(Unlocked)_11827,MD FOT Gold Yagna Rs.50(Unlocked)_11827,
11828,MD FOT Silver Diya Rs.50(Unlocked)_11828,MD FOT Silver Diya Rs.50(Unlocked)_11828,
11954,MD 80 Treya -New (Extra 20%)_11954,MD 80 Treya -New (Extra 20%)_11954,
11955,MD 80 Treya -New_11955,MD 80 Treya -New_11955,
11974,Mangaldeep 14 Sandal (Extra 20%)_11974,Mangaldeep 14 Sandal (Extra 20%)_11974,
11985,Mangaldeep 14 Lavender(Extra 20%)_11985,Mangaldeep 14 Lavender(Extra 20%)_11985,
11986,MD 14 Treya-New(Extra 20%)_11986,MD 14 Treya-New(Extra 20%)_11986,
11987,Mangaldeep 14 Rose(Extra 20%)_11987,Mangaldeep 14 Rose(Extra 20%)_11987,
11988,Mangadeep 14 Mogra (Extra 20%)_11988,Mangadeep 14 Mogra (Extra 20%)_11988,
11989,Mangaldeep 14 Temple (Extra 20%)_11989,Mangaldeep 14 Temple (Extra 20%)_11989,
11990,Mangaldeep 14 Bouquet (Extra 20%)_11990,Mangaldeep 14 Bouquet (Extra 20%)_11990,
11992,MD Rs.10 Marigold (Extra 25%)_11992,MD Rs.10 Marigold (Extra 25%)_11992,
11993,Mangaldeep 35 Sandal (Extra 20%)_11993,Mangaldeep 35 Sandal (Extra 20%)_11993,
11994,Mangaldeep 84 Sandal (Extra 20%)_11994,Mangaldeep 84 Sandal (Extra 20%)_11994,
11995,Mangaldeep 84 Lavender(Extra 20%)_11995,Mangaldeep 84 Lavender(Extra 20%)_11995,
11997,Mangaldeep 84 Temple (Extra 20%)_11997,Mangaldeep 84 Temple (Extra 20%)_11997,
11998,Mangaldeep 84 Bouquet (Extra 20%)_11998,Mangaldeep 84 Bouquet (Extra 20%)_11998,
12000,MD Rs. 50 Marigold (Extra 20%)_12000,MD Rs. 50 Marigold (Extra 20%)_12000,
1504,Classic Double Burst FTK 10BE_1504,Classic Double Burst FTK 10BE_1504,
1506,SCISSORS FT-NS NB 10BE_1506,SCISSORS FT-NS NB 10BE_1506,
1539,Wave Fruit Mint_1539,Wave Fruit Mint_1539,
1581,Classic Balanced T FirmFT NB 10 BE_1581,Classic Balanced T FirmFT NB 10 BE_1581,
1593,Classic Rich T Firm FT FS 20BE_1593,Classic Rich T Firm FT FS 20BE_1593,
1594,Classic Refined T Firm FT FS 20BE_1594,Classic Refined T Firm FT FS 20BE_1594,
1636,GFK Red Mint Switch-5m 10 RC_1636,GFK Red Mint Switch-5m 10 RC_1636,
1637,GFK Blue Menthol Switch 5m 10 BE_1637,GFK Blue Menthol Switch 5m 10 BE_1637,
1646,GFK Red FirmFT MDPPCT 20RC_1646,GFK Red FirmFT MDPPCT 20RC_1646,
1647,GFK Red FirmFT MDPPCT 10RC_1647,GFK Red FirmFT MDPPCT 10RC_1647,
1648,GFK Blue FirmFT MDPPCT 20BE_1648,GFK Blue FirmFT MDPPCT 20BE_1648,
1649,GFK Blue FirmFT MDPPCT10BE_1649,GFK Blue FirmFT MDPPCT10BE_1649,
1650,Cl Fine T Low Smell NPCT FS 20BE_1650,Cl Fine T Low Smell NPCT FS 20BE_1650,
1651,Classic Ice Burst FS 20BE_1651,Classic Ice Burst FS 20BE_1651,
1653,Classic Balanced T FT NB FS 20BE_1653,Classic Balanced T FT NB FS 20BE_1653,
1675,Cl Double Burst FTK FS 20BE_1675,Cl Double Burst FTK FS 20BE_1675,
1695,GFFT Blue Fresh Mint 10BE_1695,GFFT Blue Fresh Mint 10BE_1695,
1716,Classic Ice Burst 10m 10BE_1716,Classic Ice Burst 10m 10BE_1716,
1719,Gold FL FTK Neo FirmFT FS 20BE_1719,Gold FL FTK Neo FirmFT FS 20BE_1719,
1720,Gold FL FTK Neo FirmFT 10BE_1720,Gold FL FTK Neo FirmFT 10BE_1720,
1725,Gold Flake SLK Low smell 16CP_1725,Gold Flake SLK Low smell 16CP_1725,
1728,Navy Cut Deluxe FT 10BE_1728,Navy Cut Deluxe FT 10BE_1728,
1740,Flake Mint Capsule FT 10BE-NS_1740,Flake Mint Capsule FT 10BE-NS_1740,
1786,Wave Cool Mint 10BE-NS_1786,Wave Cool Mint 10BE-NS_1786,
1789,Wave Fruit Mint 10BE-NS_1789,Wave Fruit Mint 10BE-NS_1789,
299,BENSON & HEDGES SPECIALFTK-MD 20HL_299,BENSON & HEDGES SPECIALFTK-MD 20HL_299,
300,B&H Gold Blue FTK 20HL_300,B&H Gold Blue FTK 20HL_300,
3016,GOLD FLAKE SPL NPCT NS 10BE_3016,GOLD FLAKE SPL NPCT NS 10BE_3016,
3023,SCISSORS SPECIAL FT MD NS 10BE_3023,SCISSORS SPECIAL FT MD NS 10BE_3023,
3043,Classic Ice Burst 10m -CC 10BE_3043,Classic Ice Burst 10m -CC 10BE_3043,
3044,Classic Ice Burst FS -CC 20BE_3044,Classic Ice Burst FS -CC 20BE_3044,
3046,Cl Double Burst FTK FS -CC 20BE_3046,Cl Double Burst FTK FS -CC 20BE_3046,
3048,Cl Fine T L S NPCT FS -CC 20BE_3048,Cl Fine T L S NPCT FS -CC 20BE_3048,
3049,Classic BT FirmFT NB -CC 10 BE_3049,Classic BT FirmFT NB -CC 10 BE_3049,
3051,Classic BT FT NB FS -CC 20BE_3051,Classic BT FT NB FS -CC 20BE_3051,
3053,Classic Refr Taste NPCT -CC 20BE_3053,Classic Refr Taste NPCT -CC 20BE_3053,
3056,Cl Rich T Firm FT FS -CC 20BE_3056,Cl Rich T Firm FT FS -CC 20BE_3056,
3058,Cl Refn T Firm FT FS -CC 20BE_3058,Cl Refn T Firm FT FS -CC 20BE_3058,
3062,GFK Red FirmFT MDPPCT -CC 10RC_3062,GFK Red FirmFT MDPPCT -CC 10RC_3062,
3063,GFK Red FirmFT MDPPCT -CC 20RC_3063,GFK Red FirmFT MDPPCT -CC 20RC_3063,
3064,GFK Blue FirmFT MDPPCT-CC 10BE_3064,GFK Blue FirmFT MDPPCT-CC 10BE_3064,
3065,GFK Blue FirmFT MDPPCT -CC 20BE_3065,GFK Blue FirmFT MDPPCT -CC 20BE_3065,
311,Gold Flake SLK - (4m) 16CP_311,Gold Flake SLK - (4m) 16CP_311,
327,CLASSIC VERVE - (4m) 16CP_327,CLASSIC VERVE - (4m) 16CP_327,
43,Classic Refreshing Taste NPCT 10BE_43,Classic Refreshing Taste NPCT 10BE_43,
46,Classic Refreshing Taste NPCT 20BE_46,Classic Refreshing Taste NPCT 20BE_46,
51,Cl Fine TasteLow Smell NPCT 10BE_51,Cl Fine TasteLow Smell NPCT 10BE_51,
9754,AIM WAX 35s_9754,AIM WAX 35s_9754,
9829,CHEETAFIGHT 35s_9829,CHEETAFIGHT 35s_9829,
9859,CHEETAFIGHT WAX 35Sticks 6s_9859,CHEETAFIGHT WAX 35Sticks 6s_9859,
9876,CHEETAFIGHT WAX 30Sticks_9876,CHEETAFIGHT WAX 30Sticks_9876,
9885,SHIP WAX LONGS 35S_9885,SHIP WAX LONGS 35S_9885,
991,INDIA KINGS RICH GOLD -MD 20RC_991,INDIA KINGS RICH GOLD -MD 20RC_991,
9952,HOMELITES RS 2 50 STICKS_9952,HOMELITES RS 2 50 STICKS_9952,
9954,HOMELITES RS 2 50 STICKS_9954,HOMELITES RS 2 50 STICKS_9954,
997,GOLD FLAKE FT -MD 10BE_997,GOLD FLAKE FT -MD 10BE_997,
9976,HMLITESLARGE_9976,HMLITESLARGE_9976,
F11589Q,AASHIRVAAD GULABJAMUN200G_F11589Q,AASHIRVAAD GULABJAMUN200G_F11589Q,
FA020029,AASHIRVAAD SALT - 1KG (25KG OUTER)_FA020029,AASHIRVAAD SALT - 1KG (25KG OUTER)_FA020029,
FA020031,AASHIRVAAD SALT - 1KG (25KG OUTER)_FA020031,AASHIRVAAD SALT - 1KG (25KG OUTER)_FA020031,
FA2116,AASHIRVAAD SUPERIOR MP ATTA 0.5KG_FA2116,AASHIRVAAD SUPERIOR MP ATTA 0.5KG_FA2116,
FA2116T,AASHIRVAAD SUPERIOR MP AT 0.5KGTPR_FA2116T,AASHIRVAAD SUPERIOR MP AT 0.5KGTPR_FA2116T,
FA2116TN,AASHIRVAAD SUPERIOR MP ATTA 0.5KG_FA2116TN,AASHIRVAAD SUPERIOR MP ATTA 0.5KG_FA2116TN,
FA2132,AASHIRVAAD ATTA MULTIGRAINS - 5KG_FA2132,AASHIRVAAD ATTA MULTIGRAINS - 5KG_FA2132,
FA2133,AASHIRVAAD ATTA MULTIGRAINS -1 KG_FA2133,AASHIRVAAD ATTA MULTIGRAINS -1 KG_FA2133,
FA2133C,AASHIRVAAD ATTA MULTIGRAINS -1 KG_FA2133C,AASHIRVAAD ATTA MULTIGRAINS -1 KG_FA2133C,
FA2135,AASHIRVAAD ATTA MG 2KG BOX PR_FA2135,AASHIRVAAD ATTA MG 2KG BOX PR_FA2135,
FA3401B,SUNFEAST NICE 75G_FA3401B,SUNFEAST NICE 75G_FA3401B,
FA3402B,SUNFEAST NICE 150G_FA3402B,SUNFEAST NICE 150G_FA3402B,
FA4086GG,## JELIMALS 36G(6X6G) NWPR_FA4086GG,## JELIMALS 36G(6X6G) NWPR_FA4086GG,
FA4087,JELLICIOUS JELIMALS 30G NW PR_FA4087,JELLICIOUS JELIMALS 30G NW PR_FA4087,
FA4088,JELLICIOUS JELIMALS 30G NW PR_FA4088,JELLICIOUS JELIMALS 30G NW PR_FA4088,
FA4095,JELIMALS JELLY BITES 10G_FA4095,JELIMALS JELLY BITES 10G_FA4095,
FA4264,CANDYMAN TADKA 520+80G_FA4264,CANDYMAN TADKA 520+80G_FA4264,
FA4272,CM CRUNCHY PEANUT PJ 640G_FA4272,CM CRUNCHY PEANUT PJ 640G_FA4272,
FA4425P,CM CHOCODOUBLEECLAIR 380GPB ST BPK_FA4425P,CM CHOCODOUBLEECLAIR 380GPB ST BPK_FA4425P,
FA4720K,CM COFITINO 810G PJ_FA4720K,CM COFITINO 810G PJ_FA4720K,
FA600100,ASVD SUGAR RELEASE CONTROL ATTA1KG_FA600100,ASVD SUGAR RELEASE CONTROL ATTA1KG_FA600100,
FA600100A,ASVD SUGAR RELEASE CONTROL AT1KGPR_FA600100A,ASVD SUGAR RELEASE CONTROL AT1KGPR_FA600100A,
FA700100,AASHIRVAAD NSF RAGI FLOUR 1KG_FA700100,AASHIRVAAD NSF RAGI FLOUR 1KG_FA700100,
FA700500,AASHIRVAAD NSF RAGI FLOUR 500G_FA700500,AASHIRVAAD NSF RAGI FLOUR 500G_FA700500,
FA800500,AASHIRVAAD NSF MULTI MILLETMIX500G_FA800500,AASHIRVAAD NSF MULTI MILLETMIX500G_FA800500,
FA900100,AASHIRVAAD NSF GLUTEN FR FLOUR 1KG_FA900100,AASHIRVAAD NSF GLUTEN FR FLOUR 1KG_FA900100,
FA900500,AASHIRVAAD NSF GLUTEN FR FLOUR500G_FA900500,AASHIRVAAD NSF GLUTEN FR FLOUR500G_FA900500,
FA9681AN,TEDHE MEDHE RS.5 TOMATO_FA9681AN,TEDHE MEDHE RS.5 TOMATO_FA9681AN,
FA9682AN,TEDHE MEDHE RS.10 TOMATO_FA9682AN,TEDHE MEDHE RS.10 TOMATO_FA9682AN,
FA9851Q,MAD ANGLES RS.5 ACHAARI_FA9851Q,MAD ANGLES RS.5 ACHAARI_FA9851Q,
FA9852O,MAD ANGLES RS.10 ACHAARI_FA9852O,MAD ANGLES RS.10 ACHAARI_FA9852O,
FA9853P,MAD ANGLES RS.20 ACHAARI_FA9853P,MAD ANGLES RS.20 ACHAARI_FA9853P,
FA9871CP,MAD ANGLES RS.5 MASALA_FA9871CP,MAD ANGLES RS.5 MASALA_FA9871CP,
FA9872R,MAD ANGLES RS.10 MASALA_FA9872R,MAD ANGLES RS.10 MASALA_FA9872R,
FA9873R,MAD ANGLES RS.20 MASALA_FA9873R,MAD ANGLES RS.20 MASALA_FA9873R,
FA9881Q,MAD ANGLES RS.5 TOMATO_FA9881Q,MAD ANGLES RS.5 TOMATO_FA9881Q,
FA9882Q,MAD ANGLES RS.10 TOMATO_FA9882Q,MAD ANGLES RS.10 TOMATO_FA9882Q,
FA9884Q,MAD ANGLES RS.20 TOMATO_FA9884Q,MAD ANGLES RS.20 TOMATO_FA9884Q,
FA9898A,MAD ANGLES RS 5 PERI PERI_FA9898A,MAD ANGLES RS 5 PERI PERI_FA9898A,
FA9898B,MAD ANGLES RS 10 PERI PERI_FA9898B,MAD ANGLES RS 10 PERI PERI_FA9898B,
FA9898C,MAD ANGLES RS 20 PERI PERI_FA9898C,MAD ANGLES RS 20 PERI PERI_FA9898C,
FB101005,DARK FANTASY CHOCO FILLS 20G_FB101005,DARK FANTASY CHOCO FILLS 20G_FB101005,
FB101123,DARKFANTASY CHOCO FILLS 75G RS30_FB101123,DARKFANTASY CHOCO FILLS 75G RS30_FB101123,
FB101210,DARKFANTASY CHOCOFILLS LUXURIA150G_FB101210,DARKFANTASY CHOCOFILLS LUXURIA150G_FB101210,
FB102112,DARK FANTASY COFFEE FILLS 75G(64)_FB102112,DARK FANTASY COFFEE FILLS 75G(64)_FB102112,
FB104402,DARK FANTASY VANILLA 100G_FB104402,DARK FANTASY VANILLA 100G_FB104402,
FB105001,DARK FANTASY CHOCO MELTZ 50G_FB105001,DARK FANTASY CHOCO MELTZ 50G_FB105001,
FB105001A,DARK FANTASY CHOCO MELTZ 50G(9)_FB105001A,DARK FANTASY CHOCO MELTZ 50G(9)_FB105001A,
FB152813,DF YUMFILLS WHOOPIE PIE VEG 414G_FB152813,DF YUMFILLS WHOOPIE PIE VEG 414G_FB152813,
FB152814,DF YUMFILLS WHOOPIE PIE 414G_FB152814,DF YUMFILLS WHOOPIE PIE 414G_FB152814,
FB152815,DF YUMFILLS WHOOPIE PIE VEG 138G_FB152815,DF YUMFILLS WHOOPIE PIE VEG 138G_FB152815,
FB152816,DF YUMFILLS WHOOPIE PIE VEG 253G_FB152816,DF YUMFILLS WHOOPIE PIE VEG 253G_FB152816,
FB207101,DARK FANTASY BOURBON 90G_FB207101,DARK FANTASY BOURBON 90G_FB207101,
FB207200,DARK FANTASY BOURBON 120G_FB207200,DARK FANTASY BOURBON 120G_FB207200,
FB207300,DARK FANTASY BOURBON 150G_FB207300,DARK FANTASY BOURBON 150G_FB207300,
FB207400,DARK FANTASY BOURBON 600G(3+1)_FB207400,DARK FANTASY BOURBON 600G(3+1)_FB207400,
FB2115,AASHIRVAAD SUPERIOR MP ATTA 2KG_FB2115,AASHIRVAAD SUPERIOR MP ATTA 2KG_FB2115,
FB2115T,AASHIRVAAD SUPERIOR MP ATTA 2KGTPR_FB2115T,AASHIRVAAD SUPERIOR MP ATTA 2KGTPR_FB2115T,
FB2115TN,AASHIRVAAD SUPERIOR MP ATTA 2KG_FB2115TN,AASHIRVAAD SUPERIOR MP ATTA 2KG_FB2115TN,
FB212111,BOUNCE DREAM CREAM CHOCO VANILLA60_FB212111,BOUNCE DREAM CREAM CHOCO VANILLA60_FB212111,
FB212211,BOUNCE DREAM CREAM CHOCO VANILA120_FB212211,BOUNCE DREAM CREAM CHOCO VANILA120_FB212211,
FB213111,BOUNCE DREAM CREAM STRBY VANILLA60_FB213111,BOUNCE DREAM CREAM STRBY VANILLA60_FB213111,
FB213211,BOUNCE DREAM CREAM STRBY VANILA120_FB213211,BOUNCE DREAM CREAM STRBY VANILA120_FB213211,
FB214111,BOUNCE DREAM CREAM BTRSCH ZING 60G_FB214111,BOUNCE DREAM CREAM BTRSCH ZING 60G_FB214111,
FB214211,BOUNCE DREAM CREAM BTRSCH ZING 120_FB214211,BOUNCE DREAM CREAM BTRSCH ZING 120_FB214211,
FB251112,SF FARMLITE OATS & RAISINS 75G N_FB251112,SF FARMLITE OATS & RAISINS 75G N_FB251112,
FB251211,SF FARMLITE OATS AND RAISNS 150G N_FB251211,SF FARMLITE OATS AND RAISNS 150G N_FB251211,
FB252112,SF FARMLITE OATS & ALMONDS 75G N_FB252112,SF FARMLITE OATS & ALMONDS 75G N_FB252112,
FB253211,SF FARMLITE OATS WT CHOCOLATE 150G_FB253211,SF FARMLITE OATS WT CHOCOLATE 150G_FB253211,
FB255210,SF FARMLITE DIG ALL GOOD 100G_FB255210,SF FARMLITE DIG ALL GOOD 100G_FB255210,
FB257211,SF FARMLITE DIG 5 GRAIN 1KG_FB257211,SF FARMLITE DIG 5 GRAIN 1KG_FB257211,
FB257211A,SF FARMLITE DIG 5 GRAIN 1KG_FB257211A,SF FARMLITE DIG 5 GRAIN 1KG_FB257211A,
FB259210,SF FARMLITE ACT PROTEIN POWER 150G_FB259210,SF FARMLITE ACT PROTEIN POWER 150G_FB259210,
FB301122,BNC CREAM CHOCO TWIST 34+7G_FB301122,BNC CREAM CHOCO TWIST 34+7G_FB301122,
FB301230,BOUNCE CREAM CHOCO TWIST 82G SF_FB301230,BOUNCE CREAM CHOCO TWIST 82G SF_FB301230,
FB302123,BOUNCE CREAM ELAICHI DELIGHT 34+7G_FB302123,BOUNCE CREAM ELAICHI DELIGHT 34+7G_FB302123,
FB302224,BOUNCE CREAM ELAICHIDELIGHT 82G_FB302224,BOUNCE CREAM ELAICHIDELIGHT 82G_FB302224,
FB302225,BOUNCE CREAM ELAICHIDELIGHT 82G SF_FB302225,BOUNCE CREAM ELAICHIDELIGHT 82G SF_FB302225,
FB303122,BOUNCE CREAM TANGY ORANGE 34+7G_FB303122,BOUNCE CREAM TANGY ORANGE 34+7G_FB303122,
FB304122,BOUNCE CREAM PINEAPPLE ZING 34+7G_FB304122,BOUNCE CREAM PINEAPPLE ZING 34+7G_FB304122,
FB304225,BOUNCE CREAM PINEAPPLE ZING 82GSF_FB304225,BOUNCE CREAM PINEAPPLE ZING 82GSF_FB304225,
FB308101,BOUNCE CREAM STRAWBERRY MINIS 25G_FB308101,BOUNCE CREAM STRAWBERRY MINIS 25G_FB308101,
FB310101,BOUNCE CHOCO CREME CAKE 25G_FB310101,BOUNCE CHOCO CREME CAKE 25G_FB310101,
FB310301,BOUNCE BTR SCH CREME CAKE 25G_FB310301,BOUNCE BTR SCH CREME CAKE 25G_FB310301,
